trial,final_step,trapped,boundary_dead,contact_dead
883,281,1,0,0
884,82,1,0,0
885,130,1,0,0
886,97,1,0,0
887,155,1,0,0
888,29,1,0,0
889,65,1,0,0
890,61,1,0,0
891,187,1,0,0
892,74,1,0,0
893,21,1,0,0
894,20,1,0,0
895,41,1,0,0
896,15,1,0,0
897,156,1,0,0
898,193,1,0,0
899,116,1,0,0
900,27,1,0,0
901,17,1,0,0
902,44,1,0,0
903,114,1,0,0
904,63,1,0,0
905,40,1,0,0
906,73,1,0,0
907,17,1,0,0
908,86,1,0,0
909,43,1,0,0
910,19,1,0,0
911,66,1,0,0
912,35,1,0,0
913,75,1,0,0
914,82,1,0,0
915,42,1,0,0
916,17,1,0,0
917,28,1,0,0
918,143,1,0,0
919,39,1,0,0
920,103,1,0,0
921,80,1,0,0
922,48,1,0,0
923,41,1,0,0
924,13,1,0,0
925,105,1,0,0
926,93,1,0,0
927,26,1,0,0
928,96,1,0,0
929,63,1,0,0
930,50,1,0,0
931,46,1,0,0
932,88,1,0,0
933,19,1,0,0
934,53,1,0,0
935,74,1,0,0
936,30,1,0,0
937,47,1,0,0
938,88,1,0,0
939,23,1,0,0
940,17,1,0,0
941,18,1,0,0
942,38,1,0,0
943,47,1,0,0
944,77,1,0,0
945,132,1,0,0
946,77,1,0,0
947,29,1,0,0
948,12,1,0,0
949,161,1,0,0
950,33,1,0,0
951,22,1,0,0
952,36,1,0,0
953,21,1,0,0
954,10,1,0,0
955,101,1,0,0
956,33,1,0,0
957,34,1,0,0
958,32,1,0,0
959,38,1,0,0
960,233,1,0,0
961,71,1,0,0
962,99,1,0,0
963,92,1,0,0
964,13,1,0,0
965,64,1,0,0
966,50,1,0,0
967,17,1,0,0
968,52,1,0,0
969,86,1,0,0
970,127,1,0,0
971,159,1,0,0
972,43,1,0,0
973,156,1,0,0
974,38,1,0,0
975,137,1,0,0
976,140,1,0,0
977,195,1,0,0
978,38,1,0,0
979,21,1,0,0
980,83,1,0,0
981,135,1,0,0
982,48,1,0,0
983,143,1,0,0
984,21,1,0,0
985,14,1,0,0
986,159,1,0,0
987,55,1,0,0
988,14,1,0,0
989,69,1,0,0
990,53,1,0,0
991,49,1,0,0
992,142,1,0,0
993,92,1,0,0
994,137,1,0,0
995,45,1,0,0
996,58,1,0,0
997,38,1,0,0
998,19,1,0,0
999,104,1,0,0
1000,81,1,0,0
1001,30,1,0,0
1002,19,1,0,0
1003,282,1,0,0
1004,69,1,0,0
1005,26,1,0,0
1006,59,1,0,0
1007,59,1,0,0
1008,86,1,0,0
1009,224,1,0,0
1010,47,1,0,0
1011,44,1,0,0
1012,21,1,0,0
1013,13,1,0,0
1014,99,1,0,0
1015,28,1,0,0
1016,152,1,0,0
1017,48,1,0,0
1018,30,1,0,0
1019,53,1,0,0
1020,67,1,0,0
1021,44,1,0,0
1022,55,1,0,0
1023,93,1,0,0
1024,96,1,0,0
1025,19,1,0,0
1026,44,1,0,0
1027,216,1,0,0
1028,72,1,0,0
1029,232,1,0,0
1030,39,1,0,0
1031,25,1,0,0
1032,52,1,0,0
1033,71,1,0,0
1034,53,1,0,0
1035,56,1,0,0
1036,70,1,0,0
1037,62,1,0,0
1038,108,1,0,0
1039,42,1,0,0
1040,45,1,0,0
1041,76,1,0,0
1042,62,1,0,0
1043,151,1,0,0
1044,49,1,0,0
1045,31,1,0,0
1046,40,1,0,0
1047,92,1,0,0
1048,36,1,0,0
1049,100,1,0,0
1050,37,1,0,0
1051,13,1,0,0
1052,56,1,0,0
1053,52,1,0,0
1054,118,1,0,0
1055,191,1,0,0
1056,42,1,0,0
1057,47,1,0,0
1058,40,1,0,0
1059,34,1,0,0
1060,28,1,0,0
1061,25,1,0,0
1062,148,1,0,0
1063,86,1,0,0
1064,221,1,0,0
1065,13,1,0,0
1066,42,1,0,0
1067,62,1,0,0
1068,83,1,0,0
1069,21,1,0,0
1070,30,1,0,0
1071,75,1,0,0
1072,42,1,0,0
1073,17,1,0,0
1074,36,1,0,0
1075,18,1,0,0
1076,106,1,0,0
1077,382,1,0,0
1078,31,1,0,0
1079,30,1,0,0
1080,99,1,0,0
1081,222,1,0,0
1082,193,1,0,0
1083,17,1,0,0
1084,64,1,0,0
1085,21,1,0,0
1086,146,1,0,0
1087,24,1,0,0
1088,34,1,0,0
1089,18,1,0,0
1090,108,1,0,0
1091,40,1,0,0
1092,175,1,0,0
1093,45,1,0,0
1094,17,1,0,0
1095,56,1,0,0
1096,83,1,0,0
1097,130,1,0,0
1098,130,1,0,0
1099,28,1,0,0
1100,104,1,0,0
1101,71,1,0,0
1102,62,1,0,0
1103,128,1,0,0
1104,109,1,0,0
1105,52,1,0,0
1106,305,1,0,0
1107,43,1,0,0
1108,147,1,0,0
1109,33,1,0,0
1110,62,1,0,0
1111,89,1,0,0
1112,123,1,0,0
1113,93,1,0,0
1114,27,1,0,0
1115,110,1,0,0
1116,47,1,0,0
1117,138,1,0,0
1118,94,1,0,0
1119,39,1,0,0
1120,84,1,0,0
1121,61,1,0,0
1122,139,1,0,0
1123,21,1,0,0
1124,67,1,0,0
1125,72,1,0,0
1126,23,1,0,0
1127,78,1,0,0
1128,21,1,0,0
1129,71,1,0,0
1130,33,1,0,0
1131,25,1,0,0
1132,87,1,0,0
1133,144,1,0,0
1134,74,1,0,0
1135,79,1,0,0
1136,27,1,0,0
1137,38,1,0,0
1138,30,1,0,0
1139,37,1,0,0
1140,47,1,0,0
1141,118,1,0,0
1142,85,1,0,0
1143,8,1,0,0
1144,61,1,0,0
1145,83,1,0,0
1146,68,1,0,0
1147,49,1,0,0
1148,47,1,0,0
1149,17,1,0,0
1150,111,1,0,0
1151,31,1,0,0
1152,69,1,0,0
1153,13,1,0,0
1154,121,1,0,0
1155,168,1,0,0
1156,96,1,0,0
1157,100,1,0,0
1158,14,1,0,0
1159,12,1,0,0
1160,57,1,0,0
1161,53,1,0,0
1162,59,1,0,0
1163,90,1,0,0
1164,32,1,0,0
1165,15,1,0,0
1166,30,1,0,0
1167,16,1,0,0
1168,24,1,0,0
1169,40,1,0,0
1170,24,1,0,0
1171,71,1,0,0
1172,90,1,0,0
1173,45,1,0,0
1174,37,1,0,0
1175,69,1,0,0
1176,73,1,0,0
1177,23,1,0,0
1178,104,1,0,0
1179,39,1,0,0
1180,48,1,0,0
1181,28,1,0,0
1182,209,1,0,0
1183,55,1,0,0
1184,155,1,0,0
1185,25,1,0,0
1186,81,1,0,0
1187,108,1,0,0
1188,43,1,0,0
1189,290,1,0,0
1190,17,1,0,0
1191,93,1,0,0
1192,55,1,0,0
1193,23,1,0,0
1194,154,1,0,0
1195,63,1,0,0
1196,34,1,0,0
1197,97,1,0,0
1198,55,1,0,0
1199,59,1,0,0
1200,112,1,0,0
1201,47,1,0,0
1202,201,1,0,0
1203,34,1,0,0
1204,52,1,0,0
1205,81,1,0,0
1206,128,1,0,0
1207,25,1,0,0
1208,155,1,0,0
1209,77,1,0,0
1210,199,1,0,0
1211,46,1,0,0
1212,118,1,0,0
1213,37,1,0,0
1214,90,1,0,0
1215,13,1,0,0
1216,55,1,0,0
1217,42,1,0,0
1218,75,1,0,0
1219,60,1,0,0
1220,52,1,0,0
1221,68,1,0,0
1222,54,1,0,0
1223,81,1,0,0
1224,100,1,0,0
1225,93,1,0,0
1226,15,1,0,0
1227,23,1,0,0
1228,40,1,0,0
1229,31,1,0,0
1230,79,1,0,0
1231,81,1,0,0
1232,51,1,0,0
1233,14,1,0,0
1234,18,1,0,0
1235,96,1,0,0
1236,78,1,0,0
1237,36,1,0,0
1238,71,1,0,0
1239,179,1,0,0
1240,103,1,0,0
1241,104,1,0,0
1242,34,1,0,0
1243,32,1,0,0
1244,88,1,0,0
1245,55,1,0,0
1246,31,1,0,0
1247,45,1,0,0
1248,16,1,0,0
1249,149,1,0,0
1250,16,1,0,0
1251,77,1,0,0
1252,15,1,0,0
1253,46,1,0,0
1254,78,1,0,0
1255,109,1,0,0
1256,126,1,0,0
1257,68,1,0,0
1258,52,1,0,0
1259,79,1,0,0
1260,14,1,0,0
1261,61,1,0,0
1262,96,1,0,0
1263,118,1,0,0
1264,84,1,0,0
1265,189,1,0,0
1266,38,1,0,0
1267,68,1,0,0
1268,55,1,0,0
1269,69,1,0,0
1270,43,1,0,0
1271,65,1,0,0
1272,101,1,0,0
1273,44,1,0,0
1274,79,1,0,0
1275,57,1,0,0
1276,20,1,0,0
1277,76,1,0,0
1278,34,1,0,0
1279,107,1,0,0
1280,53,1,0,0
1281,48,1,0,0
1282,94,1,0,0
1283,67,1,0,0
1284,66,1,0,0
1285,112,1,0,0
1286,97,1,0,0
1287,65,1,0,0
1288,278,1,0,0
1289,45,1,0,0
1290,29,1,0,0
1291,21,1,0,0
1292,58,1,0,0
1293,7,1,0,0
1294,38,1,0,0
1295,84,1,0,0
1296,137,1,0,0
1297,25,1,0,0
1298,25,1,0,0
1299,39,1,0,0
1300,54,1,0,0
1301,39,1,0,0
1302,65,1,0,0
1303,29,1,0,0
1304,67,1,0,0
1305,25,1,0,0
1306,26,1,0,0
1307,71,1,0,0
1308,21,1,0,0
1309,238,1,0,0
1310,34,1,0,0
1311,65,1,0,0
1312,67,1,0,0
1313,60,1,0,0
1314,24,1,0,0
1315,88,1,0,0
1316,24,1,0,0
1317,98,1,0,0
1318,86,1,0,0
1319,69,1,0,0
1320,24,1,0,0
1321,52,1,0,0
1322,102,1,0,0
1323,135,1,0,0
1324,87,1,0,0
1325,70,1,0,0
1326,16,1,0,0
1327,86,1,0,0
1328,30,1,0,0
1329,49,1,0,0
1330,36,1,0,0
1331,87,1,0,0
1332,75,1,0,0
1333,19,1,0,0
1334,96,1,0,0
1335,33,1,0,0
1336,22,1,0,0
1337,44,1,0,0
1338,12,1,0,0
1339,44,1,0,0
1340,162,1,0,0
1341,85,1,0,0
1342,34,1,0,0
1343,29,1,0,0
1344,39,1,0,0
1345,145,1,0,0
1346,172,1,0,0
1347,91,1,0,0
